names	wls_fam	wls_gen	e	hh	lat	lon	pop	wcode	iso	I	you	we	this	that	who	what	not	all	many	one	two	big	long	small	woman	man	person	fish	bird	dog	louse	tree	seed	leaf	root	bark	skin	flesh	blood	bone	grease	egg	horn	tail	feather	hair	head	ear	eye	nose	mouth	tooth	tongue	claw	foot	knee	hand	belly	neck	breast	heart	liver	drink	eat	bite	see	hear	know	sleep	die	kill	swim	fly	walk	come	lie	sit	stand	give	say	sun	moon	star	water	rain	stone	sand	earth	cloud	smoke	fire	ash	burn	path	mountain	red	green	yellow	white	black	night	hot	cold	full	new	good	round	dry	name
LAMANI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Rajasthani,Unclassified	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Apabhramsic,Gujarati-Rajasthani,Rajasthani,WesternRajasthani	17.00	77.00	5080000	lmn	lmn	ma	tu*	ham	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	di	XXX	XXX	XXX	XXX	XXX	%insan, cana, cat, n3rman3s	macli	XXX	kutra	XXX	chad, pol	XXX	palo, pan	XXX	XXX	cholnu	XXX	loi	h3dka	XXX	XXX	siNg	XXX	XXX	XXX	XXX	kan	aNki, dola	nak	XXX	dant	c3ban	XXX	XXX	godo	hat	XXX	XXX	baCi	XXX	XXX	pinu	XXX	XXX	deknu	sam3lnu	XXX	XXX	guc3r canu, khutnu, marnu, s3ma canu	XXX	XXX	XXX	XXX	anu, a	XXX	XXX	XXX	XXX	XXX	dado, surjya, t3dko	XXX	tara	cal, pani	XXX	bhata, p3tt3r	XXX	XXX	XXX	XXX	3Ngar	XXX	XXX	wat	pad	XXX	XXX	XXX	XXX	XXX	rat	XXX	XXX	bharo, bhari	nawo	XXX	XXX	XXX	nam
LITHUANIAN_ROMANI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Northern	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Shaurasenic,Indo-AryanCentralzone,Romani	53.03	22.58	34010	rnr	rml	m3	tu	ame, amen	XXX	XXX	XXX	XXX	XXX	XXX	XXX	yekh~	duy	XXX	XXX	XXX	XXX	XXX	manuS	maCh~o	XXX	jukel	juv	kaSt	XXX	patrin	XXX	XXX	%c3pa	XXX	rat	%kukalo	XXX	XXX	rogo	XXX	XXX	XXX	XXX	kan	yakh~	nakh~	XXX	dand~	Cib	XXX	XXX	Cang~	r3So	XXX	XXX	kol3n	XXX	%buko	py~el	XXX	XXX	d3kh~el	Sun3l	XXX	XXX	m3r3l	XXX	XXX	XXX	XXX	yav3l	XXX	XXX	XXX	XXX	XXX	kh~am	XXX	Cergh~3n	pani	XXX	bar, bary~	XXX	XXX	XXX	XXX	yag	XXX	XXX	st3Cka	b3rga	XXX	XXX	XXX	XXX	XXX	rat	XXX	XXX	ph~3rdo	n3vo	XXX	XXX	XXX	lav
MAITHILI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bihari	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Shaurasenic,Bihari,Magadhan	26.00	86.00	33890000	mai	mai	h3*m	to* s3b	3pne s3b	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	du	XXX	XXX	XXX	XXX	XXX	s3ks	m3Ch~li, maCh~	XXX	XXX	buia, dh~il	per	XXX	p3tta, p3ta	XXX	XXX	C3mra	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	kan	XXX	nak	XXX	XXX	XXX	XXX	XXX	th~ehun	hath~	XXX	XXX	st3n	XXX	XXX	pi3b	XXX	XXX	dekh~3b	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	au, a	XXX	XXX	XXX	XXX	XXX	suruy	XXX	XXX	XXX	XXX	paSth~3r	XXX	XXX	XXX	XXX	3gni	XXX	XXX	r3sta	p3har	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	n3w3, n3b	XXX	XXX	XXX	nam
MALDIVIAN	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Southern,Sinhalese-Maldivian	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,Dhivehi-Sinhala	4.17	73.50	340500	dhi	div	ma	imba	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	de	XXX	XXX	XXX	XXX	XXX	XXX	mas	XXX	balu	ukunu	gas	XXX	fat	XXX	XXX	ham	XXX	lei, le	kaSi	XXX	XXX	dalu	XXX	XXX	XXX	XXX	kanfat	lo	ne	XXX	dat	dulek, du	XXX	XXX	XXX	at	XXX	XXX	buk	XXX	XXX	bon	XXX	XXX	balan	ahani	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	iru	XXX	tari	fen	XXX	ga	XXX	XXX	XXX	XXX	XXX	XXX	XXX	magu	XXX	XXX	XXX	XXX	XXX	XXX	rei, re	XXX	XXX	furi	XXX	XXX	XXX	XXX	nam
MALVI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Rajasthani,Unclassified	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Bhil	23.49	75.56	5440000		mup	hu	tu, tom	hom	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	do	XXX	XXX	XXX	XXX	XXX	monok	moCh~i	XXX	kutro	XXX	jh~ad	XXX	katoy	XXX	XXX	Camodo	XXX	loi	hodko	XXX	XXX	siN	XXX	XXX	XXX	XXX	kan	ankh~	nakh~	XXX	dat	jib	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	piyo	XXX	XXX	dekh~	sun	XXX	XXX	mor	XXX	XXX	XXX	XXX	ayo	XXX	XXX	XXX	XXX	XXX	donbabo	XXX	taro	pani	XXX	bh~ato	XXX	XXX	XXX	XXX	lay	XXX	XXX	bat	XXX	XXX	XXX	XXX	XXX	XXX	rat	XXX	XXX	XXX	novo	XXX	XXX	XXX	nam
MARATHI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Southern	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,Indo-AryanSouthernzone,Marathic,Marathi-Konkani,Old-ModernMarathi,ModernMarathi	19.00	76.00	83132310	mhi	mar	mi	tula	ap3n	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	don	XXX	XXX	XXX	XXX	XXX	manus	maCli	XXX	k3tra7	j3nt~u7	vrikS37	XXX	pan	XXX	XXX	C3mdi	XXX	rat	hEdi7	XXX	XXX	sund~	XXX	XXX	XXX	XXX	kan37	doLE7	nak	XXX	dant~	jib	XXX	XXX	gh~utn37	hath~	XXX	XXX	XXX	XXX	XXX	bi	XXX	XXX	b3g	ayk	XXX	XXX	mr3ty~u7	XXX	XXX	XXX	XXX	ye	XXX	XXX	XXX	XXX	XXX	sury37	XXX	tare	pani	XXX	d3g3d	XXX	XXX	XXX	XXX	ag37	XXX	XXX	marg37	pahad	XXX	XXX	XXX	XXX	XXX	ratri7	XXX	XXX	purn37	n3vin	XXX	XXX	XXX	nav
MORANG	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Unclassified	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Shaurasenic,Bihari,Tharuic,EasternTharu	26.60	85.70	258000		thq	h3rne	tya	%h3m3ra siya	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	%dui	XXX	XXX	XXX	XXX	XXX	manus	maCh~3	XXX	kutta	dh~il3	gaC	XXX	p3tt3i	XXX	XXX	Ch~3lla	XXX	XXX	h3ddi	XXX	XXX	siN	XXX	XXX	XXX	XXX	kan	akh~	naknakh	XXX	dat	jiha	XXX	XXX	heth~un	hath~	XXX	XXX	XXX	XXX	XXX	pibe	XXX	XXX	dekh~	sun	XXX	XXX	m3r	XXX	XXX	XXX	XXX	ya	XXX	XXX	XXX	XXX	XXX	suruj	XXX	tara	pani	XXX	p3tth~3l	XXX	XXX	XXX	XXX	agin	XXX	XXX	%d3g3r	XXX	XXX	XXX	XXX	XXX	XXX	rati	XXX	XXX	XXX	lejja	XXX	XXX	XXX	XXX
NAWAR_ZUTT	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Dom	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Shaurasenic,Indo-AryanCentralzone	32.00	35.00	1	dom	rmt	ama	atu	ame, ame7	XXX	XXX	XXX	XXX	XXX	XXX	XXX	yika, yikak	di, dia, dies, diis, dis	XXX	XXX	XXX	XXX	XXX	mat	semak	XXX	snota	jui	saZara	XXX	%Xat	XXX	XXX	kal	XXX	inhir	Xar	XXX	XXX	kurn	XXX	XXX	XXX	XXX	kan	iki	pirn	XXX	donda	ajib, jib	XXX	XXX	doni	Xast	XXX	XXX	CiC	XXX	XXX	piar	XXX	XXX	laher	sinar	XXX	XXX	marar	XXX	XXX	XXX	XXX	auar	XXX	XXX	XXX	XXX	XXX	gam	XXX	lahiSi	pani	XXX	wat, wut	XXX	XXX	XXX	XXX	ag	XXX	XXX	pand	tala	XXX	XXX	XXX	XXX	XXX	arat	XXX	XXX	barda	nawa	XXX	XXX	XXX	nam
NEPALI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Eastern,EasternPahari	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Indo-AryanNorthernzone,EasternPahari	28.00	85.00	16040300	nep	npi	ma*	XXX	XXX	yo	ty~o	XXX	XXX	hoina	sab	derai, anek	ek	XXX	tulo	lamo	sano	aimai, stri	manCe, manis	jana, manCe	maCa	Cara, pansi	kukur	jumra	ruk	biu, gera	pat	jara	bokar	Cala	masu	ragat	har	boso	kukra ko pul	si*g	puCCar	po*k, butla	kes, bal	kapal, tauko	kan	anka	nak	muk	da*t	jibro	na*gra, pa*ja	kutta, pau	gu*ra	hat	bunri, pet	gala, giCro	Catu, dut	mutu	kalejo	ka*nu	ka*nu	toknu	dek, her	sunnu	jan, buj	suti ja*	XXX	marnu	paur	urnu	hin, hi*r	au*nu	sut, dalka	basnu	ubi*, taro	di*nu	ban	gam	jun	tara	pani, jal	jari, pani	du*ga	baluwa	mato	badal, du*ri	duwa*n	ago	karani	darau*, jalau*	Corbato	pahar	rato	hariyo	pahe*lo	seto	kalo	rat	niyano, aul	jaro	bareko, puro	naya, naulo	ramro, jati	gol, batulo	sukeko	nau*
ORIYA	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Oriya	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Macro-Oriya	21.00	85.00	34461520	oya	ory	m5u	tu	ame	XXX	XXX	XXX	XXX	XXX	XXX	XXX	eko, eke, ko	dui, di, duh5e	XXX	XXX	XXX	XXX	XXX	loko	maTh~o	XXX	kukuro	XXX	goth~o	XXX	potro	XXX	XXX	Tomoda	XXX	rokto	haro	XXX	XXX	singo	XXX	XXX	XXX	XXX	kano	akh~i	nako	XXX	danto	Tibh~o	XXX	XXX	anth~u	hato	XXX	XXX	Th~ati	XXX	koliTa	pi	XXX	XXX	dekh~	sun	XXX	XXX	mor	XXX	XXX	XXX	XXX	as	XXX	XXX	XXX	XXX	XXX	surTyo	XXX	tora, tara	pani	XXX	poth~oro	XXX	XXX	XXX	XXX	n5i5a	XXX	XXX	rasta	porboto	XXX	XXX	XXX	XXX	XXX	rati	XXX	XXX	pureneno, bh~ortti	nua	XXX	XXX	XXX	namo
ORIYA_KOTIA	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Oriya	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Macro-Oriya	18.33	83.00	400000	oko	ort	mui	tui	amu	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	dui	XXX	XXX	XXX	XXX	XXX	lok, mansi	maT	XXX	kukur	ukni	goT	XXX	reki	XXX	XXX	Tam	XXX	boni	ad	XXX	XXX	siNg	XXX	XXX	XXX	XXX	kan	aNki	nak	XXX	dant	zib	XXX	XXX	mandi	at	XXX	XXX	dud	XXX	koloz	duNkbar	XXX	XXX	dekh~iba	sunbar	XXX	XXX	bod oibar, murtu oibar	XXX	XXX	XXX	XXX	aibar	XXX	XXX	XXX	XXX	XXX	suriz	XXX	tara	pani	XXX	pakan, pakna	XXX	XXX	XXX	XXX	ombai zoi, zagni zoi	XXX	XXX	bat	iskinda	XXX	XXX	XXX	XXX	XXX	rati	XXX	XXX	gula, purti	nua	XXX	XXX	XXX	nau
PUNJABI_MAJHI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,GreaterPanjabic,EasternPanjabic	31.00	74.00	48621570	pan	pan	ma*i	tusi	asi, asa*	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ikk	do	XXX	XXX	XXX	XXX	XXX	%admi, banda, %insan	maTTh~ali, maTTh~i	XXX	kutta	Tu	daraxt	XXX	patta, pattar	XXX	XXX	kh~all, Tamra, Tamm	XXX	kh~un, lau	haddi	XXX	XXX	siNg	XXX	XXX	XXX	XXX	kann	akkh~	nakks	XXX	dand	Tib	XXX	XXX	goda	hatth~	XXX	XXX	Th~ati	XXX	kaleTa	pina	XXX	XXX	vekh~na	suna	XXX	XXX	marna	XXX	XXX	XXX	XXX	ana, auna	XXX	XXX	XXX	XXX	XXX	suraT	XXX	tara	pani	XXX	vatta	XXX	XXX	XXX	XXX	agg	XXX	XXX	sarak	par	XXX	XXX	XXX	XXX	XXX	rat	XXX	XXX	pura, paria	nava*	XXX	XXX	XXX	na*
RAJBANSHI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bengali-Assamese	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Kamrupa,Kamta,WesternKamta	26.50	87.70	168300		rjs	mui	tui	hama	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	dui	XXX	XXX	XXX	XXX	XXX	lok	maCh~	XXX	kukur	nukani	gaCh~	XXX	XXX	XXX	XXX	XXX	XXX	surki	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	kan	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	hat	XXX	XXX	dudh~	XXX	pit	pila	XXX	XXX	dekh~	sun	XXX	XXX	mar	XXX	XXX	XXX	XXX	as	XXX	XXX	XXX	XXX	XXX	suruj, dh~up	XXX	tara	jal	XXX	path~al	XXX	XXX	XXX	XXX	agh~ni	XXX	XXX	rasta	pahar, daNi	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	bh~ara	XXX	XXX	XXX	XXX	nam
RANA	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Unclassified	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Shaurasenic,Bihari,Tharuic	28.80	80.35	486000		thr	m3i	t3i, turn	%h3m	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	XXX	XXX	XXX	XXX	XXX	XXX	m3n3i	m3Ch~3ri	XXX	kutta	diNger	rukh~a	XXX	p3tta	XXX	XXX	kh~al	XXX	XXX	h3dda	XXX	XXX	siN	XXX	XXX	XXX	XXX	kan	akh~i	naknakh~	XXX	dat	jibh~	XXX	XXX	gh~utu	hath~	XXX	XXX	XXX	XXX	XXX	pi	XXX	XXX	dekh~	sun	XXX	XXX	m3r	XXX	XXX	XXX	XXX	a	XXX	XXX	XXX	XXX	XXX	din	XXX	tara	pani	XXX	p3tth~ar, p3tth~3ra	XXX	XXX	XXX	XXX	agi	XXX	XXX	%d3g3r	XXX	XXX	XXX	XXX	XXX	XXX	rat	XXX	XXX	XXX	n3u	XXX	XXX	XXX	XXX
RELI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Oriya	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Macro-Oriya	18.12	82.50	13000		rei	mi	tu	ame, amme	XXX	XXX	XXX	XXX	XXX	XXX	XXX	gute	dera	XXX	XXX	XXX	XXX	XXX	loku	maTTo	XXX	kukoro	ukini	gaTTo	XXX	aku	XXX	XXX	somo Tobbu	XXX	rogoto	addo	XXX	XXX	singo	XXX	XXX	XXX	XXX	kanno	anki	nakko	XXX	danto	Tibbo	XXX	XXX	muduku	atto	XXX	XXX	Tati, momoma	XXX	kaliya	pivaro	XXX	XXX	XXX	sinvaro	XXX	XXX	mori Tevaro	XXX	XXX	XXX	XXX	ayvaro	XXX	XXX	XXX	XXX	XXX	suryudu	XXX	Tukka	pani	XXX	potoro	XXX	XXX	XXX	XXX	nia	XXX	XXX	battu	bodo porto	XXX	XXX	XXX	XXX	XXX	ratti	XXX	XXX	purtikiri	nata	XXX	XXX	XXX	nam
SADRI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bihari	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Shaurasenic,Bihari,Magadhan,Sadanic,Sadri-Panchpargania,India-Nepal-BangladeshSadri	19.42	83.56	5131180		sck	moe*	toe*	homre	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	XXX	XXX	XXX	XXX	XXX	XXX	%Edmi, mowE	moCh~ori	XXX	kukur	dh~ilE	goC, gaC	XXX	potEi	XXX	XXX	CEle, CewrE	XXX	lohu*	hEr	XXX	XXX	si*h	XXX	XXX	XXX	XXX	kan	oi*kh~	nak	XXX	da*t	jibh~	XXX	XXX	gh~utni, th~eunE	hath~	XXX	XXX	Coti	XXX	koryE	pi	XXX	XXX	dekh	sun	XXX	XXX	mor	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	beir	XXX	teirgon, toirgon	pani	XXX	pokh~nE	XXX	XXX	XXX	XXX	aig	XXX	XXX	dohor, dogor	pohar	XXX	XXX	XXX	XXX	XXX	rait	XXX	XXX	purE, bh~orEl	noya, nova*	XXX	XXX	XXX	naw
SAURASHTRA	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Gujarati	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Apabhramsic,Gujarati-Rajasthani,Gujaratic	10.78	78.68	248000		saz	mi	tu	ami, apulu	XXX	XXX	XXX	XXX	XXX	XXX	XXX	oNte, yoku, okka, oNNu	di, ubayamu	XXX	XXX	XXX	XXX	XXX	asami	panikaylo	XXX	loLLo, guggi	XXX	XXX	XXX	XXX	XXX	XXX	kendo, Tarmo	XXX	XXX	hadko	XXX	XXX	kombu, kommu	XXX	XXX	XXX	XXX	karnu, kanu	ankh~u	XXX	XXX	XXX	XXX	XXX	XXX	gudko	karamu	XXX	XXX	th~anu, gunde	XXX	kaTali	XXX	XXX	XXX	ikSaste	aykaste, 7gamaste	XXX	XXX	hoste, gh~ulTaste	XXX	XXX	XXX	XXX	avaste, avdaste	XXX	XXX	XXX	XXX	XXX	XXX	XXX	udu, Tukko	apu	XXX	banda	XXX	XXX	XXX	XXX	aggini, agni	XXX	XXX	peta	adri, giri	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX
SAVI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,EasternDardic,NuclearEasternDardic,Shinaic,WesternShinaic	35.00	71.50	5000	sav	sdg	ma	tu	3si	XXX	XXX	XXX	XXX	XXX	XXX	XXX	y3k	du	XXX	XXX	XXX	XXX	XXX	manuS	mEcin	XXX	kuCuro	XXX	jul	XXX	paLo	XXX	XXX	gaL	XXX	rath~	h3d	XXX	XXX	SiNg	XXX	XXX	XXX	XXX	kan	E*Ci	nas	XXX	dan	jip	XXX	XXX	XXX	hath~	XXX	XXX	CuCu	XXX	XXX	pi	XXX	XXX	dErSo	budo	XXX	XXX	moro	XXX	XXX	XXX	XXX	wal	XXX	XXX	XXX	XXX	XXX	suri	XXX	toro	i	XXX	bat	XXX	XXX	XXX	XXX	ha3Ngor	XXX	XXX	pant	XXX	XXX	XXX	XXX	XXX	XXX	roth~	XXX	XXX	XXX	nao	XXX	XXX	XXX	nom
SERAIKI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,GreaterPanjabic,Hindko-Siraiki,Siraikic	34.00	71.41	26009000		skr	mai	tu*	3sa	XXX	XXX	XXX	XXX	XXX	XXX	XXX	hik	du	XXX	XXX	XXX	XXX	XXX	b3nd3	m3Ci	XXX	kuta	XXX	d3r3t	XXX	p3t3ra	XXX	XXX	C3mra	XXX	r3t	h3di	XXX	XXX	siNg	XXX	XXX	XXX	XXX	k3n	3kh~	n3k	XXX	d3nd	jib	XXX	XXX	XXX	ba*	XXX	XXX	sin3	XXX	XXX	pi	XXX	XXX	dekh~	son	XXX	XXX	m3r	XXX	XXX	XXX	XXX	a	XXX	XXX	XXX	XXX	XXX	di*	XXX	tar3	pani	XXX	ph~3t3r	XXX	XXX	XXX	XXX	bh~a	XXX	XXX	ra, l3th~	XXX	XXX	XXX	XXX	XXX	XXX	rat	XXX	XXX	XXX	n3wa*	XXX	XXX	XXX	na*
SHEKHAWATI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Rajasthani,Marwari	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Apabhramsic,Gujarati-Rajasthani,Rajasthani	28.00	75.50	3000000	skw	swv	me	tu*	a*p	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	do	XXX	XXX	XXX	XXX	XXX	minak	maCh~li	XXX	ga5tak	XXX	ru*kh~da	XXX	panado	XXX	XXX	kh~aladi	XXX	loi	had3	XXX	XXX	XXX	XXX	XXX	XXX	XXX	kan	ne5, akh~	nakh~	XXX	da*t	jib	XXX	XXX	godo	hat	XXX	XXX	XXX	XXX	XXX	piwehe	XXX	XXX	dekh	su53	XXX	XXX	marg	XXX	XXX	XXX	XXX	ajao	XXX	XXX	XXX	XXX	XXX	surji	XXX	tara	pani	XXX	bath~o	XXX	XXX	XXX	XXX	bastE	XXX	XXX	goa	dung3r	XXX	XXX	XXX	XXX	XXX	rat	XXX	XXX	XXX	nayo	XXX	XXX	XXX	naw3
SHINA_2	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,EasternDardic,NuclearEasternDardic,Shinaic	36.00	74.00	720200	sna	scl	ma, mah	tu, tuhs	be	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ek	du	XXX	XXX	XXX	XXX	XXX	manuZu	Ch~37mu	XXX	Su	ju	tom	XXX	pa7tu	XXX	XXX	Com	XXX	lel	a*ti	XXX	XXX	S3n	XXX	XXX	XXX	XXX	kon	aCh~i, aSi	natu	XXX	don	jip	XXX	XXX	ku7to	hat	XXX	XXX	CuCi	XXX	yum	pio3ki	XXX	XXX	paSo3ki	paruzh~o3ki	XXX	XXX	miro3ki	XXX	XXX	XXX	XXX	wayo3ki, yayo3ki	XXX	XXX	XXX	XXX	XXX	suri	XXX	taru	vai	XXX	bat	XXX	XXX	XXX	XXX	aga7r	XXX	XXX	pon	Ch~3s, Ch~ar	XXX	XXX	XXX	XXX	XXX	rati	XXX	XXX	Sak	nawu	XXX	XXX	XXX	nom
SHUMASHTI	IE	INDIC	Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Kunar	Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Gawarbatic,Shumashtic	34.48	70.57	1000		sts	a, mui	tu, tui	ab3, amai	XXX	XXX	XXX	XXX	XXX	XXX	XXX	yak	du	XXX	XXX	XXX	XXX	XXX	z3n	mac	XXX	Su*r3	yu	gol3	XXX	pata	XXX	XXX	post	XXX	lui	a*th~im	XXX	XXX	siN	XXX	XXX	XXX	XXX	ko*r	ac	naCu	XXX	dan	zib	XXX	XXX	dua*liky~	ast	XXX	XXX	cucu	XXX	XXX	pi	XXX	XXX	gay, lo	Sune	XXX	XXX	li	XXX	XXX	XXX	XXX	ze	XXX	XXX	XXX	XXX	XXX	suri	XXX	taiZolik	uo	XXX	war, Lokal3	XXX	XXX	XXX	XXX	a*r	XXX	XXX	po*t	dar	XXX	XXX	XXX	XXX	XXX	wyel	XXX	XXX	pura	XXX	XXX	XXX	XXX	nam
